trade_id,order_id,timestamp,exchange,user_id,pair,side,order_type,maker_taker,price,amount,value_quote,fee_rate,fee_amount,fee_currency,filled_percent,is_margin,wallet_before_quote,wallet_after_quote,note
t00000141,o1000000140,49:41.2,Binance,user_03296,DOT/USDT,sell,market,maker,39031.6956,417.1992466,16283994,0.00092764,15105.68419,USDT,100,FALSE,3855.33,-16295244.35,
t00000142,o1000000141,09:41.2,Gemini,user_01142,ADA/USDT,sell,market,taker,29188.8471,160.2339987,4677045.689,0.00108175,5059.394174,USDT,100,FALSE,7896.74,-4674208.34,
t00000143,o1000000142,11:41.2,Bitstamp,user_03030,BTC/USDT,sell,limit,maker,47611.1132,170.9446931,8138867.132,0.00080974,6590.366272,USDT,100,FALSE,5481.54,-8139975.96,
t00000144,o1000000143,34:41.2,Bitstamp,user_01772,BNB/USDT,sell,limit,maker,2121.5937,418.1506067,887145.6928,0.00084945,753.5859088,USDT,100,FALSE,3790.31,-884108.97,
t00000145,o1000000144,08:41.2,Bitstamp,user_04886,XRP/USDT,buy,market,maker,13266.6742,757.2854055,10046658.75,0.00047348,4756.891985,USDT,100,FALSE,8307.71,-10043107.93,
t00000146,o1000000145,45:41.2,Bitstamp,user_03919,DOT/USDT,sell,market,maker,30077.8932,897.9656672,27008915.44,0.00054696,14772.79639,USDT,100,FALSE,8804.37,-27014883.86,
t00000147,o1000000146,25:41.2,Bitstamp,user_03730,DOT/USDT,sell,market,maker,14828.3473,84.13682098,1247610.002,0.00087878,1096.374718,USDT,100,FALSE,7057.07,-1241649.31,
t00000148,o1000000147,22:41.2,Kraken,user_01895,SOL/USDT,sell,limit,taker,35721.351,393.1099765,14042419.45,0.00228291,32057.57979,USDT,100,FALSE,1422.68,-14073054.35,
t00000149,o1000000148,01:41.2,Coinbase Pro,user_00356,BNB/USDT,sell,market,maker,37950.3846,100.2545613,3804699.158,0.00083515,3177.494502,USDT,100,FALSE,6096.91,-3801779.74,
t00000150,o1000000149,26:41.2,Bitstamp,user_01352,ETH/USDT,sell,limit,taker,5126.2469,16.60231471,85107.56431,0.00131483,111.9019788,USDT,100,FALSE,7869.65,-77349.82,
t00000151,o1000000150,57:41.2,Binance,user_00584,ETH/USDT,buy,market,taker,25692.9663,661.7220655,17001602.73,0.00130931,22260.36847,USDT,100,FALSE,2228.53,-17021634.57,
t00000152,o1000000151,39:41.2,Binance,user_00061,SOL/USDT,buy,market,maker,25444.7733,602.4534175,15329290.63,0.0007933,12160.72626,USDT,100,FALSE,3058.04,-15338393.32,
t00000153,o1000000152,39:41.2,Binance,user_01873,LTC/USDT,buy,market,taker,18464.3539,163.0274836,3010197.153,0.00192445,5792.973911,USDT,100,FALSE,8942.46,-3007047.67,
t00000154,o1000000153,57:41.2,Binance,user_02040,ETH/USDT,sell,market,maker,46646.2767,233.820495,10906855.51,0.00087603,9554.732629,USDT,100,FALSE,1181.1,-10915229.14,
t00000155,o1000000154,54:41.2,Kraken,user_03368,ADA/USDT,buy,limit,taker,41375.4022,23.71751657,981321.7873,0.00096389,945.8862575,USDT,100,FALSE,7774.54,-974493.13,
t00000156,o1000000155,04:41.2,Binance,user_03141,BTC/USDT,buy,limit,taker,34860.6205,834.9488562,29106835.21,0.0009874,28740.08909,USDT,100,FALSE,5263.96,-29130311.34,
t00000157,o1000000156,53:41.2,Bitstamp,user_03712,DOT/USDT,sell,market,maker,35716.4746,974.6908491,34812520.96,0.0005215,18154.72968,USDT,100,FALSE,5020.95,-34825654.74,
t00000158,o1000000157,21:41.2,Gemini,user_03070,DOT/USDT,sell,limit,maker,23086.0763,135.4681822,3127428.79,0.000739,2311.169876,USDT,100,FALSE,1063.87,-3128676.09,
t00000159,o1000000158,36:41.2,Binance,user_00327,ADA/USDT,sell,market,maker,46049.7656,231.482899,10659733.24,0.00056028,5972.43534,USDT,100,FALSE,8374.58,-10657331.1,
t00000160,o1000000159,13:41.2,Kraken,user_03666,BNB/USDT,buy,market,maker,34729.9241,868.4108399,30159842.56,0.00079917,24102.84138,USDT,100,FALSE,4238.42,-30179706.98,
t00000161,o1000000160,46:41.2,Kraken,user_02871,ETH/USDT,buy,market,maker,36449.1886,926.4645333,33768880.51,0.00048559,16397.83069,USDT,100,FALSE,5866.89,-33779411.45,
t00000162,o1000000161,45:41.2,Binance,user_00210,DOT/USDT,sell,market,taker,43084.6143,419.6331865,18079733.99,0.00136371,24655.51404,USDT,100,FALSE,7095.71,-18097293.79,
t00000163,o1000000162,32:41.2,Gemini,user_04428,XRP/USDT,sell,limit,taker,13703.9424,50.63196604,693857.5462,0.00208552,1447.05379,USDT,100,FALSE,7323.67,-687980.93,
t00000164,o1000000163,08:41.2,Binance,user_00538,BNB/USDT,buy,market,taker,40353.6417,39.40143977,1589991.583,0.00215968,3433.873022,USDT,100,FALSE,9603.82,-1583821.64,
t00000165,o1000000164,25:41.2,Kraken,user_03447,BTC/USDT,buy,market,taker,9762.4325,573.9541266,5603188.419,0.00142064,7960.113595,USDT,100,FALSE,5782.06,-5605366.47,
t00000166,o1000000165,41:41.2,Coinbase Pro,user_04685,BTC/USDT,sell,limit,taker,17267.4249,392.9011799,6784391.618,0.00240488,16315.64771,USDT,100,FALSE,4597.48,-6796109.79,
t00000167,o1000000166,38:41.2,Bitstamp,user_00036,DOT/USDT,sell,market,taker,16780.8549,28.66214105,480975.2301,0.00143163,688.5785686,USDT,100,FALSE,9583.33,-472080.48,
t00000168,o1000000167,37:41.2,Kraken,user_00412,SOL/USDT,buy,market,taker,48926.2842,583.2565598,28536576.21,0.0020893,59621.46867,USDT,100,FALSE,6778.99,-28589418.68,
t00000169,o1000000168,43:41.2,Binance,user_00137,BNB/USDT,sell,market,maker,42826.9329,11.31242356,484476.4047,0.00058608,283.9419313,USDT,100,FALSE,3683.35,-481077,
t00000170,o1000000169,48:41.2,Bitstamp,user_02794,DOT/USDT,buy,limit,maker,35058.6425,787.3740844,27604266.54,0.00037283,10291.69869,USDT,100,FALSE,2138.18,-27612420.06,
t00000171,o1000000170,09:41.2,Binance,user_02789,SOL/USDT,buy,market,taker,36352.9746,306.4397584,11139996.75,0.00233397,26000.41822,USDT,100,FALSE,8582.99,-11157414.18,
t00000172,o1000000171,03:41.2,Binance,user_02057,DOT/USDT,buy,limit,taker,28103.8587,40.26760043,1131674.953,0.00085735,970.2415207,USDT,100,FALSE,4259.63,-1128385.56,
t00000173,o1000000172,09:41.2,Coinbase Pro,user_04985,XRP/USDT,buy,market,maker,47354.5598,588.3563375,27861355.37,0.00096571,26905.98949,USDT,100,FALSE,6944.23,-27881317.13,
t00000174,o1000000173,14:41.2,Bitstamp,user_02673,BNB/USDT,sell,market,maker,24813.1895,397.6904376,9867968.19,0.00054168,5345.281009,USDT,100,FALSE,5237.35,-9868076.12,
t00000175,o1000000174,09:41.2,Bitstamp,user_04136,LTC/USDT,sell,limit,maker,19026.1952,973.8006754,18527721.74,0.00058008,10747.56082,USDT,100,FALSE,2790.37,-18535678.93,
t00000176,o1000000175,22:41.2,Coinbase Pro,user_02307,BTC/USDT,buy,market,maker,8152.1853,544.2032205,4436445.495,0.00091836,4074.254084,USDT,100,FALSE,6415.18,-4434104.57,
t00000177,o1000000176,19:41.2,Kraken,user_03209,DOT/USDT,buy,market,taker,39310.3895,275.2464287,10820044.32,0.00214921,23254.54745,USDT,100,FALSE,1546.15,-10841752.72,
t00000178,o1000000177,43:41.2,Binance,user_00754,XRP/USDT,buy,limit,maker,36722.3294,709.4417703,26052354.38,0.00076582,19951.41403,USDT,100,FALSE,4720.08,-26067585.71,
t00000179,o1000000178,54:41.2,Gemini,user_00296,SOL/USDT,buy,limit,taker,19218.0597,271.4992876,5217689.518,0.00122047,6368.033526,USDT,100,FALSE,5919.53,-5218138.02,
t00000180,o1000000179,55:41.2,Binance,user_01903,SOL/USDT,buy,limit,taker,1260.1581,904.244249,1139490.715,0.00241407,2750.81035,USDT,100,FALSE,4924.42,-1137317.11,
t00000181,o1000000180,00:41.2,Binance,user_02384,BTC/USDT,sell,limit,taker,41949.9469,374.7282233,15719829.07,0.00078975,12414.73501,USDT,100,FALSE,7738.05,-15724505.75,
t00000182,o1000000181,51:41.2,Kraken,user_02704,ADA/USDT,sell,limit,maker,571.3935,549.8730641,314193.8946,0.00036478,114.6116489,USDT,100,FALSE,8451.32,-305857.19,
t00000183,o1000000182,58:41.2,Binance,user_01625,DOT/USDT,sell,market,maker,35185.1371,50.58259809,1779755.649,0.00020075,357.2859465,USDT,100,FALSE,7941.19,-1772171.74,
t00000184,o1000000183,47:41.2,Coinbase Pro,user_04563,BNB/USDT,sell,limit,taker,48512.8704,426.1269767,20672642.8,0.00173643,35896.59713,USDT,100,FALSE,1349.32,-20707190.07,
t00000185,o1000000184,00:41.2,Coinbase Pro,user_00779,ETH/USDT,buy,market,taker,21883.3476,832.365216,18214937.35,0.00186127,33902.91645,USDT,100,FALSE,2747.16,-18246093.11,
t00000186,o1000000185,05:41.2,Bitstamp,user_02606,SOL/USDT,buy,market,taker,11749.0528,805.6507489,9465633.187,0.00073054,6915.023668,USDT,100,FALSE,5829.47,-9466718.74,
t00000187,o1000000186,18:41.2,Gemini,user_01767,BNB/USDT,buy,market,maker,35243.6981,224.3263157,7906088.945,0.00073065,5776.583888,USDT,100,FALSE,9413.4,-7902452.13,
t00000188,o1000000187,46:41.2,Binance,user_00834,BNB/USDT,buy,limit,taker,40856.4985,226.0868102,9237115.423,0.00078026,7207.35168,USDT,100,FALSE,8514.61,-9235808.16,
t00000189,o1000000188,14:41.2,Binance,user_02880,LTC/USDT,buy,limit,maker,27321.7426,817.3071392,22330255.28,0.00064053,14303.19842,USDT,100,FALSE,8582.81,-22335975.67,
t00000190,o1000000189,38:41.2,Kraken,user_01520,BNB/USDT,sell,market,taker,48351.7802,930.3991162,44986453.56,0.00072523,32625.52572,USDT,100,FALSE,3728.87,-45015350.22,
t00000191,o1000000190,12:41.2,Coinbase Pro,user_04131,BNB/USDT,buy,limit,taker,2583.9102,95.36996766,246427.4322,0.00172035,423.941433,USDT,100,FALSE,4865.03,-241986.34,
t00000192,o1000000191,18:41.2,Gemini,user_00139,LTC/USDT,sell,limit,taker,25240.0275,450.0641388,11359631.24,0.00237808,27014.11186,USDT,100,FALSE,5236.35,-11381409,
t00000193,o1000000192,10:41.2,Bitstamp,user_01025,SOL/USDT,sell,limit,maker,35922.8381,337.4609044,12122553.43,0.000785,9516.204446,USDT,100,FALSE,2416.34,-12129653.3,
t00000194,o1000000193,53:41.2,Coinbase Pro,user_04792,BNB/USDT,sell,limit,maker,43132.0922,870.6897486,37554670.51,0.0008158,30637.1002,USDT,100,FALSE,1279.61,-37584028,
t00000195,o1000000194,35:41.2,Bitstamp,user_02565,ADA/USDT,sell,market,taker,8963.191,83.53407943,748731.9089,0.00072391,542.0145162,USDT,100,FALSE,9522.13,-739751.79,
t00000196,o1000000195,08:41.2,Kraken,user_04060,ADA/USDT,buy,market,maker,40000.2741,211.1338313,8445411.124,0.00065885,5564.259119,USDT,100,FALSE,3166.41,-8447808.97,
t00000197,o1000000196,41:41.2,Kraken,user_00805,XRP/USDT,sell,limit,taker,27635.5774,752.4708129,20794965.39,0.00152721,31758.2791,USDT,100,FALSE,3159.54,-20823564.13,
t00000198,o1000000197,30:41.2,Binance,user_01865,LTC/USDT,sell,market,maker,19827.9858,51.30333604,1017241.818,0.00071877,731.1629019,USDT,100,FALSE,1750.41,-1016222.57,
t00000199,o1000000198,41:41.2,Gemini,user_04281,XRP/USDT,sell,limit,maker,6586.1856,492.5404554,3243962.855,0.00025475,826.3995372,USDT,100,FALSE,9356.57,-3235432.68,
t00000200,o1000000199,48:41.2,Bitstamp,user_04474,LTC/USDT,buy,limit,maker,43264.8553,442.1126136,19127938.25,0.00091792,17557.91708,USDT,100,FALSE,6217.63,-19139278.54,
t00000201,o1000000200,28:41.2,Coinbase Pro,user_04502,DOT/USDT,buy,market,taker,7864.0818,334.407835,2629810.569,0.0016058,4222.949811,USDT,100,FALSE,7003.33,-2627030.19,
t00000202,o1000000201,53:41.2,Kraken,user_01187,DOT/USDT,buy,market,maker,15489.7381,394.5783696,6111915.605,0.00046227,2825.355227,USDT,100,FALSE,9204.19,-6105536.77,
t00000203,o1000000202,57:41.2,Binance,user_01743,BNB/USDT,sell,market,maker,14502.6316,529.9452875,7685601.273,0.0008526,6552.743645,USDT,100,FALSE,4110.58,-7688043.44,
t00000204,o1000000203,44:41.2,Binance,user_00923,ETH/USDT,sell,limit,taker,43570.766,161.3757447,7031264.811,0.00096889,6812.522163,USDT,100,FALSE,6593.57,-7031483.76,
t00000205,o1000000204,33:41.2,Bitstamp,user_02958,DOT/USDT,buy,market,taker,33635.3134,572.0001583,19239404.59,0.00186686,35917.27485,USDT,100,FALSE,1349.2,-19273972.66,
t00000206,o1000000205,45:41.2,Kraken,user_04437,ETH/USDT,sell,limit,taker,39834.1715,805.434275,32083807.04,0.0010103,32414.27025,USDT,100,FALSE,2680.95,-32113540.36,
t00000207,o1000000206,07:41.2,Gemini,user_02552,DOT/USDT,buy,market,taker,12523.7697,760.1633282,9520110.457,0.00227031,21613.60197,USDT,100,FALSE,8481.21,-9533242.85,
t00000208,o1000000207,15:41.2,Kraken,user_01590,BTC/USDT,buy,market,maker,31243.8925,153.9083657,4808696.432,0.000472,2269.704716,USDT,100,FALSE,7900.92,-4803065.22,
t00000209,o1000000208,08:41.2,Bitstamp,user_01852,DOT/USDT,sell,limit,maker,28587.5133,149.2579773,4266914.41,0.00089572,3821.960575,USDT,100,FALSE,4155.78,-4266580.59,
t00000210,o1000000209,33:41.2,Bitstamp,user_03112,XRP/USDT,sell,limit,maker,41641.6024,268.181686,11167515.14,0.00027051,3020.92452,USDT,100,FALSE,4391.3,-11166144.76,
t00000211,o1000000210,13:41.2,Kraken,user_03993,SOL/USDT,sell,limit,maker,45304.4,361.0811156,16358563.29,0.00082144,13437.57823,USDT,100,FALSE,5801.99,-16366198.88,
t00000212,o1000000211,38:41.2,Bitstamp,user_03909,BNB/USDT,sell,limit,maker,608.3325,408.4614969,248480.4035,0.00087804,218.1757335,USDT,100,FALSE,1002.17,-247696.41,
t00000213,o1000000212,44:41.2,Kraken,user_03571,XRP/USDT,buy,limit,taker,33701.1589,679.7004199,22906691.85,0.0018283,41880.30472,USDT,100,FALSE,3171.2,-22945400.96,
t00000214,o1000000213,08:41.2,Coinbase Pro,user_02999,SOL/USDT,buy,limit,maker,2592.264,56.68986536,146955.0971,0.00054428,79.98472027,USDT,100,FALSE,2874.09,-144160.99,
t00000215,o1000000214,45:41.2,Kraken,user_00299,ADA/USDT,buy,limit,maker,27443.1588,34.6823575,951793.4444,0.0003324,316.3761409,USDT,100,FALSE,3254.35,-948855.47,
t00000216,o1000000215,57:41.2,Kraken,user_01449,XRP/USDT,buy,limit,maker,14381.9926,391.9166438,5636542.272,0.00076528,4313.53307,USDT,100,FALSE,8253.15,-5632602.65,
t00000217,o1000000216,07:41.2,Bitstamp,user_02618,ADA/USDT,buy,market,taker,15339.1766,697.1667205,10693963.45,0.00246211,26329.71434,USDT,100,FALSE,3517.06,-10716776.1,
t00000218,o1000000217,38:41.2,Bitstamp,user_03908,ETH/USDT,sell,limit,taker,17648.2487,193.4434086,3413937.384,0.00160337,5473.804784,USDT,100,FALSE,2723.69,-3416687.5,
t00000219,o1000000218,09:41.2,Binance,user_00163,ETH/USDT,buy,limit,maker,31064.8118,641.5080662,19928327.34,0.00035719,7118.199244,USDT,100,FALSE,5538.37,-19929907.17,
t00000220,o1000000219,57:41.2,Binance,user_00429,BTC/USDT,buy,market,taker,16702.8313,259.8355397,4339989.185,0.00205626,8924.146161,USDT,100,FALSE,8790.81,-4340122.52,
t00000221,o1000000220,11:41.2,Coinbase Pro,user_02088,DOT/USDT,buy,limit,taker,36635.0862,886.087248,32461882.71,0.00093845,30463.85383,USDT,100,FALSE,3172.15,-32489174.41,
t00000222,o1000000221,20:41.2,Binance,user_01475,XRP/USDT,sell,market,taker,20226.667,895.6909874,18116843.34,0.00168445,30516.91676,USDT,100,FALSE,1706.83,-18145653.42,
t00000223,o1000000222,41:41.2,Kraken,user_03302,ADA/USDT,sell,market,taker,3418.1258,297.2942314,1016189.083,0.00168325,1710.500273,USDT,100,FALSE,4207.64,-1013691.94,
t00000224,o1000000223,58:41.2,Bitstamp,user_03164,SOL/USDT,sell,limit,taker,39188.1002,230.001454,9013320.027,0.00086105,7760.919209,USDT,100,FALSE,7728.87,-9013352.08,
t00000225,o1000000224,43:41.2,Binance,user_01701,ETH/USDT,sell,market,taker,14288.2734,411.309859,5876907.718,0.00145237,8535.444462,USDT,100,FALSE,5956.21,-5879486.95,
t00000226,o1000000225,46:41.2,Binance,user_00634,DOT/USDT,buy,limit,taker,21638.6276,240.5391799,5204937.736,0.00223591,11637.77233,USDT,100,FALSE,8351.14,-5208224.37,
t00000227,o1000000226,18:41.2,Coinbase Pro,user_02404,ETH/USDT,buy,market,maker,34272.3514,672.3871195,23044287.63,0.0009625,22180.12685,USDT,100,FALSE,9636.33,-23056831.43,
t00000228,o1000000227,24:41.2,Coinbase Pro,user_02221,SOL/USDT,sell,market,maker,16623.1416,826.0664239,13731819.14,0.0007754,10647.65256,USDT,100,FALSE,8133.96,-13734332.83,
t00000229,o1000000228,38:41.2,Kraken,user_04669,DOT/USDT,sell,market,taker,2829.7545,673.0954,1904694.737,0.0008633,1644.322967,USDT,100,FALSE,6434.23,-1899904.83,
t00000230,o1000000229,30:41.2,Bitstamp,user_01043,DOT/USDT,buy,limit,maker,18696.3654,824.3522037,15412390.02,0.00062207,9587.585459,USDT,100,FALSE,5440.07,-15416537.53,
t00000231,o1000000230,54:41.2,Coinbase Pro,user_01889,ADA/USDT,buy,limit,maker,47222.4569,396.9981923,18747230.02,0.00040712,7632.372288,USDT,100,FALSE,1360.62,-18753501.78,
t00000232,o1000000231,42:41.2,Binance,user_01592,ADA/USDT,sell,market,taker,32086.899,156.3254075,5015997.563,0.00093202,4675.010049,USDT,100,FALSE,9858.9,-5010813.67,
t00000233,o1000000232,27:41.2,Bitstamp,user_00618,XRP/USDT,sell,market,maker,33574.1217,737.9535679,24776142.9,0.00078087,19346.9467,USDT,100,FALSE,4451.33,-24791038.51,
t00000234,o1000000233,50:41.2,Bitstamp,user_01164,XRP/USDT,sell,limit,taker,31614.2915,360.4809004,11396348.27,0.0008821,10052.7188,USDT,100,FALSE,2370.05,-11404030.93,
t00000235,o1000000234,52:41.2,Binance,user_03626,LTC/USDT,sell,limit,taker,9950.0075,671.2741125,6679182.454,0.00182165,12167.13272,USDT,100,FALSE,7000.38,-6684349.21,
t00000236,o1000000235,04:41.2,Coinbase Pro,user_03835,BNB/USDT,buy,market,taker,20916.984,270.6512355,5661207.563,0.00134092,7591.226446,USDT,100,FALSE,3558.59,-5665240.2,
t00000237,o1000000236,15:41.2,Binance,user_02246,LTC/USDT,buy,market,maker,37547.1144,81.23882251,3050283.363,0.00065153,1987.351119,USDT,100,FALSE,6272,-3045998.71,
t00000238,o1000000237,10:41.2,Bitstamp,user_04242,BTC/USDT,buy,limit,maker,5069.0942,992.5818697,5031490.999,0.00068047,3423.77868,USDT,100,FALSE,6280.91,-5028633.87,
t00000239,o1000000238,03:41.2,Gemini,user_01754,ETH/USDT,sell,limit,maker,13892.9999,156.2099459,2170224.763,0.000333,722.6848461,USDT,100,FALSE,5011.57,-2165935.88,
t00000240,o1000000239,07:41.2,Gemini,user_04032,XRP/USDT,sell,limit,maker,13816.3173,988.4211098,13656339.68,0.00050379,6879.927367,USDT,100,FALSE,8525.07,-13654694.54,
t00000241,o1000000240,26:41.2,Kraken,user_01821,ADA/USDT,buy,limit,taker,21601.2304,977.2801598,21110453.9,0.00198459,41895.5957,USDT,100,FALSE,3384.7,-21148964.79,
t00000242,o1000000241,55:41.2,Binance,user_01185,SOL/USDT,buy,limit,taker,49018.4469,793.8201657,38911831.64,0.00227262,88431.80683,USDT,100,FALSE,5037.69,-38995225.76,
t00000243,o1000000242,03:41.2,Binance,user_00654,ADA/USDT,buy,market,maker,3375.5936,659.4263679,2225955.427,0.0007821,1740.919739,USDT,100,FALSE,5839.23,-2221857.12,
t00000244,o1000000243,07:41.2,Kraken,user_04579,ETH/USDT,buy,limit,taker,25935.2904,577.8112722,14985703.14,0.00225987,33865.74096,USDT,100,FALSE,6972.62,-15012596.26,
t00000245,o1000000244,04:41.2,Kraken,user_02115,LTC/USDT,sell,market,taker,8968.6444,866.1028844,7767768.784,0.00176844,13736.83303,USDT,100,FALSE,8055.75,-7773449.87,
t00000246,o1000000245,02:41.2,Kraken,user_01179,ADA/USDT,buy,limit,maker,48533.8419,289.4466272,14047956.84,0.00067337,9459.4727,USDT,100,FALSE,4553.27,-14052863.05,
t00000247,o1000000246,59:41.2,Bitstamp,user_03979,BNB/USDT,buy,market,taker,5665.6186,467.6865357,2649733.535,0.00146958,3893.995409,USDT,100,FALSE,6814.42,-2646813.11,
t00000248,o1000000247,20:41.2,Binance,user_02754,BTC/USDT,buy,limit,maker,20180.3483,619.3937755,12499582.12,0.00073335,9166.568551,USDT,100,FALSE,2355.5,-12506393.19,
t00000249,o1000000248,27:41.2,Bitstamp,user_00822,ETH/USDT,buy,limit,taker,36894.3803,411.196364,15170835.03,0.00196063,29744.39428,USDT,100,FALSE,9393.83,-15191185.59,
t00000250,o1000000249,46:41.2,Kraken,user_04439,LTC/USDT,buy,market,maker,35227.8691,427.4921792,15059638.53,0.00068198,10270.37229,USDT,100,FALSE,4447.53,-15065461.37,
t00000251,o1000000250,04:41.2,Binance,user_04813,BNB/USDT,buy,market,taker,21136.7205,330.2913647,6981276.258,0.00089043,6216.337819,USDT,100,FALSE,7565.69,-6979926.91,
t00000252,o1000000251,32:41.2,Bitstamp,user_04262,SOL/USDT,buy,limit,taker,17326.5351,564.2361744,9776257.88,0.00161105,15750.04026,USDT,100,FALSE,1183.07,-9790824.85,
t00000253,o1000000252,34:41.2,Bitstamp,user_03400,LTC/USDT,sell,limit,maker,19880.9201,850.5760223,16910233.94,0.00046755,7906.379878,USDT,100,FALSE,2846.68,-16915293.64,
t00000254,o1000000253,22:41.2,Kraken,user_02026,DOT/USDT,sell,limit,maker,13214.181,201.5363627,2663137.975,0.00061545,1639.028267,USDT,100,FALSE,5383.74,-2659393.26,
t00000255,o1000000254,38:41.2,Binance,user_01351,BNB/USDT,sell,limit,maker,10267.0443,934.4336944,9593872.136,0.00035804,3434.98998,USDT,100,FALSE,8904.27,-9588402.86,
t00000256,o1000000255,09:41.2,Kraken,user_02505,BNB/USDT,sell,limit,maker,24152.2434,689.0907629,16643087.83,0.00084414,14049.09616,USDT,100,FALSE,5745.3,-16651391.63,
t00000257,o1000000256,52:41.2,Binance,user_04929,BTC/USDT,buy,market,taker,13427.0535,823.27498,11054157.2,0.00166424,18396.77058,USDT,100,FALSE,9368.83,-11063185.14,
t00000258,o1000000257,21:41.2,Gemini,user_01509,ETH/USDT,sell,market,taker,14373.4395,556.1951307,7994437.062,0.00140954,11268.47882,USDT,100,FALSE,5354.17,-8000351.37,
t00000259,o1000000258,46:41.2,Coinbase Pro,user_00039,SOL/USDT,sell,limit,maker,32837.9748,779.5189063,25597822.2,0.000549,14053.20439,USDT,100,FALSE,5414.04,-25606461.36,
t00000260,o1000000259,40:41.2,Coinbase Pro,user_00967,BTC/USDT,buy,market,taker,48426.8823,16.21023534,785011.1589,0.00158737,1246.103163,USDT,100,FALSE,2077.72,-784179.54,
t00000261,o1000000260,42:41.2,Coinbase Pro,user_01892,LTC/USDT,buy,market,maker,30182.0582,818.382241,24700460.43,0.00055017,13589.45231,USDT,100,FALSE,8223.91,-24705825.97,
t00000262,o1000000261,24:41.2,Kraken,user_02338,BTC/USDT,sell,market,maker,3849.4349,40.1484577,154548.8743,0.0004214,65.12689561,USDT,100,FALSE,3222.69,-151391.31,
t00000263,o1000000262,13:41.2,Gemini,user_01096,BNB/USDT,sell,limit,taker,3779.6429,889.9144772,3363558.935,0.00222421,7481.26142,USDT,100,FALSE,9096.51,-3361943.69,
t00000264,o1000000263,44:41.2,Binance,user_03109,ETH/USDT,buy,market,taker,47571.1853,991.9628276,47188847.48,0.00219749,103697.0205,USDT,100,FALSE,9197.42,-47283347.08,
t00000265,o1000000264,46:41.2,Bitstamp,user_02732,XRP/USDT,sell,limit,maker,14864.8909,294.0745215,4371385.679,0.00094629,4136.598554,USDT,100,FALSE,9489.79,-4366032.49,
t00000266,o1000000265,59:41.2,Binance,user_02866,BTC/USDT,buy,market,maker,4603.8033,210.3264531,968301.6189,0.00093812,908.3831147,USDT,100,FALSE,5682.07,-963527.93,
t00000267,o1000000266,56:41.2,Bitstamp,user_03557,DOT/USDT,buy,limit,maker,29952.4298,765.3657102,22924562.71,0.0006019,13798.29429,USDT,100,FALSE,7093.84,-22931267.16,
t00000268,o1000000267,16:41.2,Binance,user_03010,BTC/USDT,buy,market,taker,31182.6271,253.0338107,7890258.962,0.00173099,13657.95936,USDT,100,FALSE,8006.64,-7895910.28,
t00000269,o1000000268,10:41.2,Gemini,user_04224,LTC/USDT,buy,limit,taker,32425.4168,865.5637276,28066264.63,0.00112901,31687.09343,USDT,100,FALSE,2179.13,-28095772.6,
t00000270,o1000000269,24:41.2,Bitstamp,user_02591,LTC/USDT,sell,limit,taker,13370.4677,102.8515637,1375173.511,0.00212912,2927.909425,USDT,100,FALSE,6408.61,-1371692.81,
t00000271,o1000000270,05:41.2,Kraken,user_03118,SOL/USDT,buy,market,taker,756.0267,125.9639368,95232.09948,0.00157567,150.0543622,USDT,100,FALSE,1308.68,-94073.47,
t00000272,o1000000271,58:41.2,Binance,user_00018,LTC/USDT,buy,limit,maker,48250.786,979.1517636,47244842.21,0.00046906,22160.66569,USDT,100,FALSE,5478.09,-47261524.78,
t00000273,o1000000272,53:41.2,Binance,user_01208,ADA/USDT,sell,limit,maker,12545.0268,673.8421599,8453367.955,0.00093643,7915.987354,USDT,100,FALSE,2393.58,-8458890.36,
t00000274,o1000000273,52:41.2,Bitstamp,user_02666,ETH/USDT,buy,limit,maker,33801.4764,846.8887556,28626090.28,0.0002096,6000.028524,USDT,100,FALSE,2646.31,-28629444,
t00000275,o1000000274,43:41.2,Kraken,user_02984,ETH/USDT,sell,limit,maker,35331.6402,324.3361341,11459327.59,0.00064225,7359.753146,USDT,100,FALSE,4285.43,-11462401.92,
t00000276,o1000000275,42:41.2,Kraken,user_04488,XRP/USDT,sell,limit,maker,30500.5659,676.4869847,20633235.86,0.00079253,16352.45841,USDT,100,FALSE,4891.93,-20644696.39,
t00000277,o1000000276,00:41.2,Gemini,user_00851,XRP/USDT,sell,limit,maker,15645.7133,594.2458849,9297400.745,0.00058801,5466.964612,USDT,100,FALSE,6608.55,-9296259.16,
t00000278,o1000000277,15:41.2,Kraken,user_02386,ETH/USDT,buy,limit,taker,13555.1771,603.1540886,8175860.49,0.00152921,12502.60762,USDT,100,FALSE,1669.86,-8186693.24,
t00000279,o1000000278,40:41.2,Kraken,user_04406,DOT/USDT,sell,limit,taker,29883.6153,682.5356342,20396632.32,0.00125276,25552.08511,USDT,100,FALSE,5533.23,-20416651.18,
t00000280,o1000000279,46:41.2,Kraken,user_01097,XRP/USDT,sell,market,maker,43304.8486,575.3634195,24916025.77,0.00061441,15308.6554,USDT,100,FALSE,2643.63,-24928690.8,
t00000281,o1000000280,02:41.2,Coinbase Pro,user_03794,SOL/USDT,buy,market,maker,47336.7131,429.0680787,20310672.54,0.00069135,14041.78346,USDT,100,FALSE,6165.78,-20318548.54,
t00000282,o1000000281,44:41.2,Gemini,user_02088,LTC/USDT,sell,limit,taker,5295.7373,275.9299352,1461252.45,0.0016794,2454.027364,USDT,100,FALSE,6736.64,-1456969.84,
